id,created_at,favorite_count,retweet_count,text
1577020337006333952,2022-10-03 19:38:42+00:00,1,0,"@space_menagerie They'll def take a victory lap, but the win (mostly) won't belong to them."
1577019412216832000,2022-10-03 19:35:02+00:00,21,1,"That's not a fact, John. It’s your opinion. Other people have different opinions. The margin expansion during Covid was unprecedented, so there is no basis for making a confident judgement about the speed or extent of its reversal, and hence the impact on inflation. That's a fact https://t.co/Ik6MDLmSw2"
1576916237560729600,2022-10-03 12:45:03+00:00,9,0,👇👇👇 https://t.co/3Rj6Dn4l8B
1576874906695831552,2022-10-03 10:00:49+00:00,0,0,"@chrismullinexmp No Rudbeckia? Mine still going v strong, hopefully will last until early Nov."
1575906653676765184,2022-09-30 17:53:19+00:00,0,0,"@polotek @AlanaSemuels Bye, clueless stranger. I'm busy."
1575905733794615297,2022-09-30 17:49:40+00:00,0,0,@fxmacro It's still too low.
1575905210857553920,2022-09-30 17:47:35+00:00,0,0,"@polotek @AlanaSemuels OK, I give up. Supply and demand is not jargon. It’s literally the very first thing you learn about economics. Page one."
1575904650087534592,2022-09-30 17:45:22+00:00,12,0,@GuyDealership Micro ain't necessarily macro. That's why they have different names.
1575904332569944064,2022-09-30 17:44:06+00:00,0,0,"@polotek @AlanaSemuels Last month I rented a new office. I tried very hard to get the price down. They wouldn't budge. They had other people looking, I had few other options. Supply and demand against me. I moaned, and paid the sticker price."
1575904006064721920,2022-09-30 17:42:48+00:00,0,0,"@polotek @AlanaSemuels It's really nothing like that at all. That's racism. We're talking about supply and demand. Draw the curves. Supply down, demand up &gt;&gt; higher prices. It's not hard."
1575903665604349953,2022-09-30 17:41:27+00:00,0,0,"@polotek @AlanaSemuels Where did I say was ever happy to pay more for something than I would like? But that doesn't mean I was gouged. It just means the balance of supply and demand was not in my favour. Right now, used car prices are dropping 1-2% per week. Doesn't mean buyers are stiffing dealers."
1575901741396246534,2022-09-30 17:33:48+00:00,0,0,"@polotek @AlanaSemuels 2. How else does he allocate his limited supply among competing customers? Lottery? Drawing straws? Plus if he does not charge more, how can he cover his fixed costs (rent, etc) if he has many fewer cars to sell? Do you own a business?"
1575901383286325249,2022-09-30 17:32:23+00:00,0,0,@polotek @AlanaSemuels 1. Paying more than you would like to have paid is not necessarily gouging. A monopolist charging whatever he likes is gouging. A car dealer in a competitive market charging more because he has very little inventory and high demand is not gouging.
1575818138448367618,2022-09-30 12:01:36+00:00,7,0,Not enough 🤣for this https://t.co/6FEcskxgYK
1575781080254517248,2022-09-30 09:34:20+00:00,1,0,This is such a great idea. Bound to end well. https://t.co/Aa9hloxvGc
1575771803280060416,2022-09-30 08:57:28+00:00,13,0,@TheStalwart $1.12 is definitely a massive vote of confidence in the UK economy. No question.
1575753292768215040,2022-09-30 07:43:55+00:00,1,0,"@polotek @AlanaSemuels One person's gouge is another person's necessity to stay in business. I'm not flying a flag for car dealers, but I do understand supply and demand. It's not clear that you do."
1575565510137491456,2022-09-29 19:17:44+00:00,10,0,If she's still PM... A week is a long time in politics https://t.co/I3trA4sxzJ
1575549148828692480,2022-09-29 18:12:44+00:00,159,43,"Dems would be nuts *not* to kill off the debt ceiling. Two days of GOP talking points in the press, then everyone will forget about it. https://t.co/k5Rkn3oJOM"
1575547799034159104,2022-09-29 18:07:22+00:00,5,2,👇👇👇👇👇👇👇 https://t.co/YTmDbkpY5f
1575547095963955200,2022-09-29 18:04:34+00:00,9,0,I have been downgraded to a mere tropical storm.  Been called worse.
1575540914210148356,2022-09-29 17:40:00+00:00,9,0,Mindblowing. Truss is not toast. She's vaporized. https://t.co/uvqajBjJUo
1575511191794995201,2022-09-29 15:41:54+00:00,5,0,"@nycsouthpaw Yeah, I never go there."
1575500019159171081,2022-09-29 14:57:30+00:00,0,0,"@AlanaSemuels It's a very competitive market, so unless dealers are colluding on prices, the margin expansion is a function of the extreme inventory squeeze, which has been *far* bigger than in any other sector."
1575497657988317186,2022-09-29 14:48:07+00:00,4,0,@AlanaSemuels Let's play econ 101. Auto dealers have 80% less inventory than pre-Covid. They have the same fixed costs. Demand is strong. *Of course* prices have risen. It doesn't mean dealers are ripping you off (apart from the etching fail). They're doing what they have to do to stay afloat.
1575496226707243011,2022-09-29 14:42:26+00:00,18,1,@carlquintanilla Comedy gold. Prices have dropped 5% in the past *three months*
1575477695789821953,2022-09-29 13:28:48+00:00,19,3,That's *10* straight weeks of initial jobless claims undershooting the consensus. Maybe the Street has been underestimating the strength of the labor market?
1575110881306087427,2022-09-28 13:11:12+00:00,1,0,"@markiannarelli Up to a point. Presentationally, far better to skew the risks in favor of a pleasant ""surprise"", after the previous fiasco."
1575110584458440710,2022-09-28 13:10:02+00:00,17,0,"So good of the Bank of England to give the gilt market a one-way bet on Monday, and another one-way bet, in the opposite direction, on Wednesday. Trebles all round chaps!"
1575109512054583296,2022-09-28 13:05:46+00:00,7,2,Yup. They're setting themselves up for an undershoot this year and next. https://t.co/9NWW8EGPkf
1574779626878124032,2022-09-27 15:14:55+00:00,3,0,"@Fullcarry The cancellation effect explains why the *level* of sales is overstated, but it doesn't explain the sudden *leap* in Aug."
1574777014166458371,2022-09-27 15:04:32+00:00,17,1,"New home sales; they're kidding, right? https://t.co/cdSHq6iXzG"
1574756303267921921,2022-09-27 13:42:14+00:00,3,0,"@EconDerek @pearkes @federalreserve Fortunately no resetting ARMs and no home equity withdrawal disaster this time, so the damage should be contained. I hope."
1574754893998526468,2022-09-27 13:36:38+00:00,2,0,"@pearkes We'll soon be at the incompressible minimum level of home sales: unavoidable moves for family or job relocation reasons, and everyone else staying put."
1574753364616908801,2022-09-27 13:30:34+00:00,4,0,"@pearkes If you deflate nominal mortgage rates with the current rate of decline of existing home prices - you are buying a house, not the CPI, rates are about +18% and rising. Which helps explain why the discretionary buyers have... gone."
1574709273623695360,2022-09-27 10:35:22+00:00,0,0,"@Manu_CB Obviously. There are exceptions to broad characteristics, as you well know. This is boring, just fess up; you didn't read my tweet properly."
1574708190108946432,2022-09-27 10:31:03+00:00,0,0,@Manu_CB Read my first line again. Go on.
1574704638313504768,2022-09-27 10:16:57+00:00,36,7,"Characteristics of unstable emerging markets:
- Large and persistent current account deficits 🇬🇧☑️
- Large and persistent budget deficits 🇬🇧☑️
- High and persistent inflation🇬🇧☑️
- Incompetent political leadership 🇬🇧☑️
Welcome to the club, 🇬🇧"
1574691281611227138,2022-09-27 09:23:52+00:00,7,0,Honestly I love political parody accounts. This is one of the best. https://t.co/MfLsiAC7gz
1574513722118348801,2022-09-26 21:38:19+00:00,5,0,@SaveTheNHS4U @geoffstout @BritainElects @YouGov @UKLabour Bye-bye clown troll.
1574512634992263168,2022-09-26 21:33:59+00:00,10,0,@SaveTheNHS4U @geoffstout @BritainElects @YouGov @UKLabour No. No they won't.
1574512273954983936,2022-09-26 21:32:33+00:00,5,0,"Well. These are the sort of poll numbers that trigger backbench panic, and backbench panic triggers revolutions. But two in four months for the Conservatives might be a bit much. https://t.co/qXbBdxO10k"
1574502687428821002,2022-09-26 20:54:28+00:00,4,0,"@tr8derz 1. Median CPI is not their target variable.
2. It massively overweights housing, relative to their target variable, PCE inflation.
3. I note you have not put the y/y rate on your chart. Is that because it peaked back in January?"
1574497992996192256,2022-09-26 20:35:48+00:00,18,2,"I mean, does she have a computer? https://t.co/OAvoZ26K6g https://t.co/1menX70YpO"
1574496467074662414,2022-09-26 20:29:45+00:00,1,0,Funny old game.
1574474548891860999,2022-09-26 19:02:39+00:00,3,0,"@GeorgeMonbiot @rogerwaters The tragedy of Roger Waters is that he drew the right conclusions about war and its aftermath in The Final Cut in 1983, and has been wrong ever since."
1574466134258388992,2022-09-26 18:29:13+00:00,1,0,"@edcaesar @NewYorker @SolomunMusic I just *can't wait* to see what @NewYorker readers of a certain, er... vintage... think of this. Great piece."
1574415806779494400,2022-09-26 15:09:14+00:00,1,0,@kevinf280 @colbyLsmith @BostonFed @FinancialTimes Really? I had no idea. And there was me thinking that the inflation rate is the year over year rate of change of prices. Thanks for seeing me straight.
1574413405636726784,2022-09-26 14:59:41+00:00,6,0,@TheStalwart Funniest guy on the Twitters
1574413198970814464,2022-09-26 14:58:52+00:00,2,0,@colbyLsmith @BostonFed @FinancialTimes Good grief. All measures of US core inflation have been falling since March.
1574412029791715328,2022-09-26 14:54:13+00:00,0,0,@Connor_allan2 Slowly would be good
1574366913119010816,2022-09-26 11:54:57+00:00,3,0,... But that doesn't necessarily mean there will be one... https://t.co/B7S1wNDyGy
1574344221590519810,2022-09-26 10:24:46+00:00,1,0,"@MarkReckless Thanks, I misunderstood. Impressed by your memory skills!"
1574343009445056512,2022-09-26 10:19:57+00:00,59,28,Just a reminder that a sustained drop in the external value of a currency will be reflected in the internal value in due course. 99% of Britons are a *lot* poorer than just a few weeks ago. Most of them just don't know it yet.
1574342367938682881,2022-09-26 10:17:25+00:00,0,0,@MarkReckless Have you bought dollars recently?
1574339382575861760,2022-09-26 10:05:33+00:00,33,3,"Transferable skills are important. For example, you can now switch seamlessly from being an emerging markets economist to covering the UK.  The charts look the same, and the politics are even madder."
1574338519086125059,2022-09-26 10:02:07+00:00,11,2,"""MPs are already putting letters in"". Incredible. She has been in office for 21 days. https://t.co/HoKawWApqA"
1574332025435209728,2022-09-26 09:36:19+00:00,7,3,"Reading around rightwing UK econ twitter, these lunatics are giddy with excitement. Cults get like that as the anointed day of whatever approaches. Tends not to end well."
1574331566515703809,2022-09-26 09:34:29+00:00,30,7,The only reason sterling is hanging in this morning is that markets now fully expect an emergency rate hike. If that doesn’t happen - Pantheon’s @samueltombs thinks it won’t - then parity with the $ beckons. Fun times in delusional emerging markets.
1573623987019677698,2022-09-24 10:42:49+00:00,3,0,👇👇👇 https://t.co/3I0dvrTz3l
1573620876418899970,2022-09-24 10:30:28+00:00,25,0,You know how Disneyworld is always full of Brits in July and August? Next year will be a bit different.
1573397597083107336,2022-09-23 19:43:14+00:00,3,0,@TSPsmart @pdacosta Thanks I'm aware. It's kind of my job.
1573397210980810753,2022-09-23 19:41:42+00:00,0,0,"@ScottWapnerCNBC Well right now the answer seems clearly to be whatever it takes. My guess fwiw is that it won't be much, given the potential for margin compression to crush inflation (see Brainard's speech last week)"
1573380246669238273,2022-09-23 18:34:17+00:00,7,0,@pdacosta Nope. Every measure of US core inflation had been falling since March
1573379709987069953,2022-09-23 18:32:09+00:00,30,0,"@jasonfurman You'd have to back to 1992, to the failed attempts to keep sterling in the exchange rate mechanism. That was a fun day to be on a trading floor."
1573378998436069376,2022-09-23 18:29:19+00:00,3,0,@ScottWapnerCNBC The only one of these factors - this is overwhelmingly a domestic services economy - which could make a big difference to US medium term inflation is sticky wages. But the Fed can always fix that; the only question is how much pain will be needed.
1573346922311688192,2022-09-23 16:21:52+00:00,54,27,"The surge in gilt yields since the budget this morning means that the extra debt issuance to pay for the tax cuts will cost an extra 200M per year, in perpetuity, compared to the cost before the announcement.👏👏👏"
1573337073297362944,2022-09-23 15:42:44+00:00,1,0,@TheDomino @TonyFratto Just wait. It's free to watch them fall.
1573336342246875137,2022-09-23 15:39:49+00:00,17,0,"""Liz Erdogan""
But with less sunshine."
1573336051250241536,2022-09-23 15:38:40+00:00,15,2,"It pains me to agree with Larry, but this is a good line. And right. https://t.co/F093dpbiz3"
1573335765609848833,2022-09-23 15:37:32+00:00,33,4,Britain is now more or less free to visit for Americans fancying a bit of disaster tourism.
1573333689735708673,2022-09-23 15:29:17+00:00,3,0,Quite a few tweets re the budget from early this morning have not aged well.
1573333209428918273,2022-09-23 15:27:22+00:00,5,0,The last Tory Chancellor to upset markets quite so much was Norman Lamont. Ended well for him.
1573332942868590593,2022-09-23 15:26:19+00:00,16,0,@DAaronovitch They don't do a lot of thinking. More like paid-with-dark-money-propaganda-tanks
1573332025490259968,2022-09-23 15:22:40+00:00,3,0,"@CPhilpOfficial I was going to tweet a gif of a muppet at you but I can't be bothered to look for one. Just assume I've sent one. Kind of like assuming this budget will improve the economy. In the meantime, here's what the markets think of this morning’s lunacy. https://t.co/l7ZwYqB2vu"
1573328204991188992,2022-09-23 15:07:29+00:00,4,0,"Harold was wrong. Kwartruss are wrong too.
https://t.co/kFA74YyVcG"
1573327583269339136,2022-09-23 15:05:01+00:00,3,0,@ClausVistesen Claus your revenues are in dollars!
1573321866856779777,2022-09-23 14:42:18+00:00,3,0,@carter76845 Thanks ever so helpful ever wondered why no one follows you bye
1573319937304793088,2022-09-23 14:34:38+00:00,1,0,@AndyBurnhamGM Yeah but markets loved it https://t.co/2uiIT5s2cq
1573318996501401600,2022-09-23 14:30:54+00:00,3,0,"@Councillorsuzie @mrjamesob If you need this👇to be explained to you, it might be an idea not say anything about the budget. https://t.co/SUVqyeAX57"
1573318180755607552,2022-09-23 14:27:39+00:00,18,0,@Sime0nStylites @JMPSimor @rolandmcs It's a killer https://t.co/8xYtFL2TPk
1573316653504466944,2022-09-23 14:21:35+00:00,4,0,"US retailer ETF is now down nearly 45% from its peak, just as plunging oil prices shove buckets of cash people's pockets. Markets, eh?"
1573313749490204672,2022-09-23 14:10:03+00:00,1,0,@SebastianEPayne How do you prefer your politicians? Cynical or deranged? No other choices are available.
1573313435064012800,2022-09-23 14:08:48+00:00,16,0,"@carter76845 Labels, schmabels. Same shit."
1573312023613607938,2022-09-23 14:03:11+00:00,2,0,@FerroTV Their numbers don't fit their rhetoric.
1573311035993477121,2022-09-23 13:59:16+00:00,111,24,"@JMPSimor @rolandmcs The (falling) yellow line is the sterling/dollar exchange rate. The rising (white) line is the yield on five-year UK government bonds. In other words, the pound is tanking and the cost of government borrowing is shooting higher. Markets hate the budget."
1573305866228748291,2022-09-23 13:38:43+00:00,40,8,"UK mini-budget, digested: Giving lots of money to the well-off, who mostly won't spend it, in the hope they'll vote for you in two years time, to thank you for giving it to them. Everyone else, go fish."
1573301298816221185,2022-09-23 13:20:34+00:00,675,213,"If it weren't so tragic, the *instant* head-on collision between libertarian fantasy economics and the markets in the UK would be hilarious. It's mind-boggling, either way. https://t.co/jac79pvWdT"
1573279239230701568,2022-09-23 11:52:55+00:00,6,0,"British law enforcement is now mostly about arresting people who don't like the royals, but the good news is that vigilante justice is back, at least in the gilt and FX markets."
1573278318572478464,2022-09-23 11:49:15+00:00,13,0,"@jasonfurman Give the credit. They said they would do something utterly crazy (may not have used those words) , and now they've done it. Promises made, promises kept. Just a reminder: no one voted for this."
1573277839356579843,2022-09-23 11:47:21+00:00,1,0,@lisanandy @SkyNews Beyond bonkers. Beyond batshit. Just... Beyond
1573277401294970880,2022-09-23 11:45:37+00:00,0,0,@BethRigby Alas that's not the debt being revised upwards; it's just the deficit for *one year*.
1572974405915119618,2022-09-22 15:41:37+00:00,1,0,@TheOnion The best Onion story ever.  But a little too early.
1572973461210791937,2022-09-22 15:37:52+00:00,1,0,"@AllisterHeath No, she isn't."
1572972029799796736,2022-09-22 15:32:10+00:00,4,0,@_Theta_Neutral_ A pause
1572944976660537346,2022-09-22 13:44:40+00:00,13,3,"Initial  jobless claims have now undershot the consensus forecast for *nine* straight weeks. When economists get an idea stuck in their heads, they don't give it up easily; evidence be damned."
1572894461708963840,2022-09-22 10:23:57+00:00,2,0,"@GilesMacDonogh Over the Finnish line, everyone gets a prize: Not being blown up for Putin."
1572879524836118528,2022-09-22 09:24:36+00:00,8,0,Dear American political commentators in suits: This is how it’s done. https://t.co/1RIMC3c1Ao
1572879241397633024,2022-09-22 09:23:28+00:00,1,0,@jonlis1 Truly awesome sweater
1572855702158479361,2022-09-22 07:49:56+00:00,0,0,"@TheStalwart Um, Joe. Core PPI, CPI, and PCE inflation are all falling, and have been for months. A lot more is coming."
1572855070857003010,2022-09-22 07:47:25+00:00,8,0,@jdportes An excellent rule of life is to assume that the Spectator is wrong about everything.
1572854227164336128,2022-09-22 07:44:04+00:00,1,0,"@GuyDealership Based on the patterns in recent months, the full month number for Sep should be about -3%."
1572673790412455936,2022-09-21 19:47:05+00:00,3,0,"@jasonfurman Indeed. Though tbf I assume most professional forecasters include it when translating the m/m CPI numbers into their PCE forecasts. BTW, used auto prices are going to tank in the next couple months, given the drop in auction prices in Aug and Sep."
1572670245655187457,2022-09-21 19:33:00+00:00,73,3,"When the Fed pivot comes, it’s going to come quickly. Just not quite sure when. Dec?"
1572670062326325248,2022-09-21 19:32:16+00:00,11,1,"""The children"".  Those poor babes in arms. Helpless little bundles. https://t.co/bx887pVR26"
1572669263382462465,2022-09-21 19:29:05+00:00,0,0,"@jasonfurman Well, you are getting less for your portfolio management money when stock prices fall... kind of a reverse quality adjustment..."
1572664439551283202,2022-09-21 19:09:55+00:00,12,0,Utterly delusional take on the state of the housing market from the reporter there.
1572657923414687744,2022-09-21 18:44:02+00:00,2,0,"@Georgios Never had inflation driven by a massive surge in margins due to supply constraints. As those supply constraints ease - they have, a lot, already - margin re-compression should push inflation down sharply with no recession."
1572657162593116160,2022-09-21 18:41:00+00:00,25,5,"They really, really, want to see a significantly higher unemployment rate. I'm not sure that's necessary."
1572563954257514496,2022-09-21 12:30:38+00:00,1,0,@tomkeene @FerroTV The @greggs £2 tuna sandwich is vastly superior to the sloppy @Pret version for £3.80. Just sayin'.
1572241443917275137,2022-09-20 15:09:05+00:00,1,0,@LaurenzRod @EricRWeinstein That's a gross mischaracterisation of most elements of most trade deals. The arrow in your little target is in the wrong place.
1572236420336750592,2022-09-20 14:49:08+00:00,17,3,👇👇👇 https://t.co/ELmbRSYJra
1572236325088018438,2022-09-20 14:48:45+00:00,1,0,"@LaurenzRod @EricRWeinstein They also benefit consumers, massively, over time. It is the job of governments to ameliorate the hit to domestic agents who are adversely affected, per your list, but most of them are spectacularly bad at it. That's a failure of policy, not free(r) trade."
1572199894856929281,2022-09-20 12:23:59+00:00,7,0,*Sighs* https://t.co/G5UZl6U1RA
1571887504562786307,2022-09-19 15:42:40+00:00,3,0,@conorsen Allow for one-to-two month lag and all good.
1571844075187208195,2022-09-19 12:50:05+00:00,0,0,@fxmacro Jets cut it fine but it was glorious
1570898104223936512,2022-09-16 22:11:08+00:00,1,0,@pearkes That were no lady
1570797885511565318,2022-09-16 15:32:54+00:00,5,1,"Time for Plaza Accord II, anyone?"
1570797010529452034,2022-09-16 15:29:25+00:00,352,18,"@BethRigby Enough of the ""everyone else"" drivel. There are millions of republicans in this country."
1570796226391736320,2022-09-16 15:26:19+00:00,1,0,"@pearkes Ah, a contemporary of Vermeer, if I'm not mistaken."
1570796074226561030,2022-09-16 15:25:42+00:00,11,1,"I'd be really happy to have my dollar revenues and (mostly) sterling expenses, if it weren't for the fact that the weakness of the pound is indicative of the political/social/economic disintegration of the UK. Still, let's talk about long queues."
1570794842304937984,2022-09-16 15:20:49+00:00,2,0,@pearkes That's quite a 17th century still life you have there George. Artist?
1570412015188905986,2022-09-15 13:59:35+00:00,39,7,"If you accept the premise that margin expansion (trade services in the PPI) is a huge part of the inflation story, well… https://t.co/N88FvksiZL"
1570411317521154051,2022-09-15 13:56:49+00:00,4,0,"@conorsen Labor Day seasonals. Previous low was late May... Memorial Day week. Seasonals struggle with holidays. That said, trend is v low and flat; so much for the summer surge in layoffs. Not everyone works in loss-making tech."
1570389122556039168,2022-09-15 12:28:37+00:00,3,0,Fallout from Amazon Prime in July is prob the biggest risk to August core retail sales. Look at non-store if headlines/control are weak
1570173959341219842,2022-09-14 22:13:38+00:00,14,4,Yes and yes https://t.co/9MIq34C1wn
1570064345312149506,2022-09-14 14:58:04+00:00,3,0,"@carney There's no dispute here. An uptick in the m/m from 0.2% to 0.4% is *nowhere near* statistically significant. The standard deviation in the m/m changes since the data begin is 0.3%. To be significant, the Aug print would have had to be ~0.8% or more."
1570054328253120513,2022-09-14 14:18:16+00:00,1,1,"@carney You and Joe Biden are the only two people who would define a change in the one-month change in a wildly volatile variable as acceleration/decleration. I've already explained to you what happened in Aug, and why it will reverse. Here's a chart of core PPI inflation. Accelerating? https://t.co/SMEI5TdK7D"
1570051729743548422,2022-09-14 14:07:57+00:00,1,0,"@Plethorus1 @DionRabouin @TheStalwart True on both counts, up to a point."
1570049758751866880,2022-09-14 14:00:07+00:00,24,1,"If you don’t know the difference between an increase and an acceleration, please unfollow me. For the sake of my sanity."
1570049494263406595,2022-09-14 13:59:04+00:00,5,0,"@carney Also, for the record, an acceleration is an increase in the rate of change. Not merely an increase. An index can be decelerating while still rising, which is exactly what is happening in the core PPI."
1570049191790972931,2022-09-14 13:57:52+00:00,3,0,@carney ... I really hope you don't start talking about deflation.
1570049113600790529,2022-09-14 13:57:33+00:00,1,0,"@carney ...and the PPI therefore records a temporary increase in margins, which is part of the services component. This likely will happen again in Sep, given the further drop in gas prices, and then it will reverse, in full, over the next few months. At which points..."
1570048597038620672,2022-09-14 13:55:30+00:00,3,0,"@carney 1. No, that's a one-month increase in an erratic series. Most of the increase in PPI services in Aug was due to the way falling gas prices are treated in the PPI. When wholesale gas prices fall, input prices for gas stations drop. Retail prices move with a lag..."
1570042668755087364,2022-09-14 13:31:56+00:00,3,0,"@DionRabouin @TheStalwart Me too, but we're members of a small club!"
1570040495983808513,2022-09-14 13:23:18+00:00,10,0,"@carney ??? Services PPI is not accelerating, quite the opposite. y/y was 6.6% in Aug, fifth straight drop from the 9.4% peak in March. 3m/3m now 3.9% annualized, was 10.8% in March. The m/m had a bit of a boost from a technical quirk in Aug (maybe Sep too) but will fully reverse in Q4."
1570035480053383174,2022-09-14 13:03:22+00:00,217,30,"No one cares about the PPI any more. But for the record, the underlying trends in producer inflation are falling quite fast."
1570020534251040770,2022-09-14 12:03:59+00:00,0,0,@GuyDealership And today?
1569798222964576258,2022-09-13 21:20:36+00:00,4,0,Honestly my French is great https://t.co/oyljYeNaZd
1569673751259746307,2022-09-13 13:06:00+00:00,5,0,"So the Great Margin Re-compression is not quite underway, yet."
1569659187981869063,2022-09-13 12:08:07+00:00,48,7,"The circle is easy to square: Margins were driven up massively by supply constraints. As they reverse, inflation falls even if demand remains strong. https://t.co/pJlVT4HDyS"
1569657582196850689,2022-09-13 12:01:45+00:00,10,3,"So much uncertainty over the Aug core CPI, but if the number is away from the consensus, look first at vehicle prices, both new and used, then airline fares (huge drop possible), hotel room rates, and rents. Risks in both directions, but I'd be less surprised by an undershoot."
1567984913353162754,2022-09-08 21:15:09+00:00,3,2,@JimRoyalPhD @carlquintanilla @PantheonMacro Correct. Most of that money remains unspent. Sorry to spoil your story but hey! Facts. So inconvenient.
1567981423587631104,2022-09-08 21:01:17+00:00,3,0,@RalphSibilia3 @carlquintanilla @PantheonMacro Get back to me when you have familiarized yourself with the data and some Econ 101.
1567980521740767232,2022-09-08 20:57:42+00:00,0,0,@spriggsy78 @Peston @CNBCJou That's the nicest thing anyone has ever said about me. Sniff.
1567977645295411202,2022-09-08 20:46:16+00:00,4,1,@Peston @CNBCJou Very decent of them. Especially as she didn't squeak when Johnson illegally prorogued Parliament for his cursed Brexit.
1567977188783443970,2022-09-08 20:44:28+00:00,3,0,"Yup. Yup. And thrice, yup.👇👇👇👇 https://t.co/aXocpUwYdl"
1567883211065131019,2022-09-08 14:31:02+00:00,11,0,"If you were using the spike in jobless claims in early July to support your US recession story, what are you saying now? I'm just asking because I'm not seeing many ""sorry, wrong about that"" takes here."
1567879922781196291,2022-09-08 14:17:58+00:00,8,3,"Yeah, it has mostly been about interfering behind the scenes to change/prevent the passage laws that might have made her and her family a little bit less insanely rich. https://t.co/2M72vckVa5"
1567870900568981504,2022-09-08 13:42:06+00:00,0,0,@NorthmanTrader You're not seriously suggesting that remark is untrue?
1567824976119582721,2022-09-08 10:39:37+00:00,1,1,"Not just the US, then. https://t.co/BmvVxljyC5"
1567531953615769601,2022-09-07 15:15:15+00:00,1,0,"@IraFJersey Yup, that's why they are exceptions to the broad rule"
1567492630887518209,2022-09-07 12:39:00+00:00,15,3,"General rule: Higher tax countries are richer. There are exceptions - oil producers, a few v small countries, and one glaring large country exception, the US - but the big picture from the data is that a higher tax take is associated with higher real GDP per capita. https://t.co/GBXCM3uYan"
1567488014724567041,2022-09-07 12:20:39+00:00,2,0,@KellyCNBC Congratulations!
1567183941664219142,2022-09-06 16:12:23+00:00,16,0,"Liz Truss, abbreviated: You can all have everything you want, immediately. Government is no longer about choices.
This is going to end so well."
1567159595113521152,2022-09-06 14:35:38+00:00,1,0,@getsriram US
1567145357460611073,2022-09-06 13:39:04+00:00,24,3,Best recession ever https://t.co/YJw43wYWzl
